Timestamp,Age,Gender,City,Country,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR, Yearly brutto salary (without bonus and stocks) in EUR1 ,, IUSD , Yearly brutto salary ,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,–°ontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR",,,,,,,,,,,,,Your main technology , programming language,,,,
26-11-2020 00:16,32,Male,Berlin,Germany,Frontend Developer,13,2,Senior,JavaScript,"PHP, Javascript / Typescript",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,1000,65000,1000,25,Full-time employee,Unlimited contract,English,50-60,Product,No,,0,,,,,,,,,,,,,JavaScript,,,,,
26-11-2020 04:00,33,Male,Dusseldorf,Germany,Data Scientist,2,2,Lead,Spark,"Python, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,6000,60000,66000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000,,,,,,,,,,,,,Spark,,,,,
26-11-2020 04:00,32,Male,Munich,Germany,Frontend Developer,8,2,Senior,"Js, reactJS ","Javascript / Typescript, AWS",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,5000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,30,,,,,,,,,,,,,,Js,,,,,
26-11-2020 04:18,26,Male,Berlin,Germany,Data Engineer,4,3,Middle,Scala,"Python, Java / Scala, SQL, AWS, Google Cloud, Azure",51000," Ä 51,000.00 "," $54,228.30 ",,$50K-$60K ,,46000,,30,Full-time employee,Unlimited contract,English,50-60,Consulting / Agency,No,,0,,,,,,,,,,,,,Scala,,,,,
26-11-2020 04:26,,Male,Berlin,Germany,DevOps,10,5,Senior,,"Python, Go",90000," Ä 90,000.00 "," $95,697.00 ",,$80K-$100K ,,80000,,,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 05:53,22,Diverse,Cologne,Germany,QA Engineer,1,1,Head,Cobol,Perl,159000," Ä 1,59,000.00 "," $1,69,064.70 ",,$100K-$200K ,35000,98000,23000,45,Full-time employee,Unlimited contract,German,1000+,Product,No,30,2000,,,,,,,,,,,,,Cobol,,,,,
26-11-2020 06:01,43,Male,Berlin,Germany,Engineering Manager,20,20,Lead,Java,"C/C++, .NET, Java / Scala, AWS, Kubernetes, Docker",105000," Ä 1,05,000.00 "," $1,11,646.50 ",,$100K-$200K ,0,105000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Java,,,,,
26-11-2020 07:06,33,Male,Munich,Germany,Software Engineer,11,6,Senior,JavaScript ,".NET, SQL",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,,,64000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,600,,,,,,,,,,,,,JavaScript ,,,,,
26-11-2020 07:14,35,Female,Frankfurt,Germany,Software Engineer,1,1,Junior,ABAP,"SQL, SAP / ABAP",50000," Ä 50,000.00 "," $53,165.00 ",,$50K-$60K ,0,50000,0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No,0,0,,,,,,,,,,,,,ABAP,,,,,
26-11-2020 08:04,28,Male,Munich,Germany,Frontend Developer,5,5,Middle,JavaScript,"Python, Javascript / Typescript, SQL, Rust, AWS, Kubernetes, Docker",72000," Ä 72,000.00 "," $76,557.60 ",,$70K-$80K ,,62000,6200,28,Full-time employee,Unlimited contract,German,50-60,Product,No,,,,,,,,,,,,,,,JavaScript,,,,,
26-11-2020 08:35,36,Male,Munich,USA,DevOps,16,0,Senior,SRE,"Python, C/C++, Go",105000," Ä 1,05,000.00 "," $1,11,646.50 ",,$100K-$200K ,150000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,Yes,,900,,,,,,,,,,,,,SRE,,,,,
26-11-2020 08:37,27,Male,Munich,USA,Data Engineer,2,0,Junior,Python ,"Python, SQL, AWS, Azure, Docker",49000," Ä 49,000.00 "," $52,101.70 ",,$50K-$60K ,5000,,,30,Full-time employee,Unlimited contract,German,50-60,Consulting / Agency,No,,,,,,,,,,,,,,,Python ,,,,,
26-11-2020 08:39,36,Male,Berlin,Germany,Backend Developer,4,1,Middle,Java,"Python, SQL, Kubernetes, Docker",55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,0,55000,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,20,,,,,,,,,,,,,,Java,,,,,
26-11-2020 08:40,38,Male,Berlin,Germany,Backend Developer,5,1,Middle,Java,"Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",66000," Ä 66,000.00 "," $70,177.80 ",,$70K-$80K ,0,60000,60000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Java,,,,,
26-11-2020 08:40,28,Male,Berlin,Germany,Mobile Developer,6,1,Middle,Android,"Kotlin, Java / Scala",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,10000,,,32,Full-time employee,Unlimited contract,English,1000+,Product,No,,440,,,,,,,,,,,,,Android,,,,,
26-11-2020 08:41,25,Male,Berlin,Germany,Mobile Developer,8,0,Senior,Clojure,"Swift, Javascript / Typescript, Java / Scala, Clojure",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,10000,,,24,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Clojure,,,,,
26-11-2020 08:42,30,Male,Berlin,Germany,Frontend Developer,6,1,Senior,Javascript,"Python, Javascript / Typescript, SQL, SAP / ABAP",79000," Ä 79,000.00 "," $84,000.70 ",,$80K-$100K ,10000,77000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,700,,,,,,,,,,,,,Javascript,,,,,
26-11-2020 08:46,42,Female,Berlin,Germany,QA Engineer,10,3,Middle,"JS, WDIO","Javascript / Typescript, SQL, Docker",42000," Ä 42,000.00 "," $44,658.60 ",,$40K-$50K ,0,32000,0,,Full-time employee,Unlimited contract,English,50-60,Startup,No,0,75% from government ,,,,,,,,,,,,,JS,,,,,
26-11-2020 09:02,30,Male,Berlin,Germany,Backend Developer,8,2,Middle,Python,"SQL, AWS, Kubernetes, Docker",74000," Ä 74,000.00 "," $78,684.20 ",,$70K-$80K ,11000,72000,5000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0,40 every month,,,,,,,,,,,,,Python,,,,,
26-11-2020 09:09,28,Male,Berlin,Germany,Backend Developer,8,1,Lead,Ruby,"SQL, AWS",67000," Ä 67,000.00 "," $71,241.10 ",,$70K-$80K ,,62000,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Ruby,,,,,
26-11-2020 09:13,32,Female,Berlin,Germany,DevOps,9,5,Middle,"Terraform, Kubernetes, AWS, GCP, Ansible, Puppet","Ruby, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",74000," Ä 74,000.00 "," $78,684.20 ",,$70K-$80K ,10000,65000,,40,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,0,,,,,,,,,,,,,Terraform,,,,, Puppet
26-11-2020 09:20,29,Male,Berlin,Germany,Frontend Developer,3,0,Middle,JavaScript ,PHP,48000," Ä 48,000.00 "," $51,038.40 ",,$50K-$60K ,0,,,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0,0,,,,,,,,,,,,,JavaScript ,,,,,
26-11-2020 09:26,30,Female,Karlsruhe,portugal,Product Manager,8,0,Middle,,,57760," Ä 57,760.00 "," $61,416.21 ",,$60K-$70K ,6710,,,30,Full-time employee,Unlimited contract,English,50-60,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 09:38,35,Male,Berlin,Germany,Software Engineer,13,5,Lead,TypeScript,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir",103000," Ä 1,03,000.00 "," $1,09,519.90 ",,$100K-$200K ,200000,92000,25000,29,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,1000,,,,,,,,,,,,,TypeScript,,,,,
26-11-2020 09:40,33,Male,Berlin,Germany,Frontend Developer,10,4,Senior,JS,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",74000," Ä 74,000.00 "," $78,684.20 ",,$70K-$80K ,,66000,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,8,200,,,,,,,,,,,,,JS,,,,,
26-11-2020 09:49,34,Male,Berlin,Germany,Backend Developer,13,1,Senior,Elixir,SQL,70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500,,,,,,,,,,,,,Elixir,,,,,
26-11-2020 09:50,25,Male,Berlin,Germany,Backend Developer,6,2,Senior,Go,"Python, SQL, Go, AWS, Kubernetes, Docker",86000," Ä 86,000.00 "," $91,443.80 ",,$80K-$100K ,,80000,5000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,500,,,,,,,,,,,,,Go,,,,,
26-11-2020 09:51,42,Female,Berlin,Germany,QA Engineer,5,5,Middle,Java,,46000," Ä 46,000.00 "," $48,911.80 ",,$40K-$50K ,,46000,,26,Full-time employee,Unlimited contract,English,51-100,Product,No,30,No,,,,,,,,,,,,,Java,,,,,
26-11-2020 10:07,25,Female,Tampere (Finland),Germany,computer vision researcher,3,3 months,Junior,Python,"Python, Tensorflow, Theano, Pytorch",23000," Ä 23,000.00 "," $24,455.90 ",,$20K-$40K ,23000,,,30,Full-time employee,Temporary contract,English,51-100,Science Institute ,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 10:11,40,Male,Berlin,Germany,Backend Developer,14,8,Lead,Spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000," Ä 1,35,000.00 "," $1,43,545.50 ",,$100K-$200K ,0,65000,0,30,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No,0,0,,,,,,,,,,,,,Spring,,,,,
26-11-2020 10:14,33,Male,Heidelberg,Germany,Software Engineer,11,5,Senior,Python,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,0,,78000,30,Full-time employee,Temporary contract,English,101-1000,Research institute,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 10:31,39,Male,Cologne,Germany,Teamlead,12,12,Head,PHP ,"AWS, Docker",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,75000,75000,75009,30,Full-time employee,Unlimited contract,German,up to 10,Startup,No,20,0,,,,,,,,,,,,,PHP ,,,,,
26-11-2020 10:31,24,Male,Berlin,Germany,Software Engineer,2,2,Junior,Javascript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000," Ä 50,000.00 "," $53,165.00 ",,$50K-$60K ,0,35000,35000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,,,,,,,,,,,,,,Javascript,,,,,
26-11-2020 10:40,24,Female,Prague,England,Software Engineer,3,0,Middle,Java,"Java / Scala, AWS, Azure, Kubernetes, Docker",29000," Ä 29,000.00 "," $30,835.70 ",,$20K-$40K ,0,23000,0,20,Full-time employee,Unlimited contract,English,50-60,Startup,No,,,,,,,,,,,,,,,Java,,,,,
26-11-2020 10:53,39,Male,Berlin,Germany,Engineering Manager,15,10,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000," Ä 78,000.00 "," $82,937.40 ",,$80K-$100K ,12000,78000,12000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,,,,,,,,,,,,,,Java,,,,,
26-11-2020 10:59,33,Male,Amsterdam,Germany,Backend Developer,8,,Senior,C#,"Python, .NET, SQL",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,56000,,27,Full-time employee,Temporary contract,English,50-60,Product,No,,,,,,,,,,,,,,,C#,,,,,
26-11-2020 11:10,26,Male,Berlin,Germany,Backend Developer,2.5,1,Middle,Java,,60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,,,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,,,,,,,,,,,,,,Java,,,,,
26-11-2020 11:13,29,Male,Berlin,Germany,Software Engineer,6,"0,5",Middle,Swift,Swift,70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,600,,,,,,,,,,,,,Swift,,,,,
26-11-2020 11:33,29,Female,Berlin,Germany,Software Engineer,5,2,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Docker",55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,,47000,,24,Full-time employee,Unlimited contract,English,50-60,Startup,No,,,,,,,,,,,,,,,PHP,,,,,
26-11-2020 11:45,32,Male,Prague,Germany,Software Engineer,8,,Senior,"C, C++",Python,36000," Ä 36,000.00 "," $38,278.80 ",,$20K-$40K ,3600,26000,2600,25,Full-time employee,Unlimited contract,Czech,1000+,Product,No,,,,,,,,,,,,,,,C,,,,,
26-11-2020 11:46,34,Male,Hannover,Germany,Hardware Engineer,12,3,Senior,,,56000," Ä 56,000.00 "," $59,544.80 ",,$50K-$60K ,0,56000,0,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,10,1000,,,,,,,,,,,,,Python,,,,,
26-11-2020 11:49,30,Male,Berlin,Germany,Backend Developer,9,3,Head,Java,"Javascript / Typescript, Java / Scala, Go, AWS, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,,80000,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Java,,,,,
26-11-2020 11:50,31,Male,Berlin,Germany,ML Engineer,7,2,Middle,Python,"AWS, Kubernetes, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,12000,65000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500,,,,,,,,,,,,,Python,,,,,
26-11-2020 12:20,33,Male,Berlin,Germany,Mobile Developer,8,2,Senior,swift,SQL,75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,1000,75000,1000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,swift,,,,,
26-11-2020 12:21,31,Female,Berlin,Germany,Software Engineer,1,1,Junior,React,"Python, AWS, Kubernetes, Docker, React",57000," Ä 57,000.00 "," $60,608.10 ",,$60K-$70K ,1000,54000,1000,30,Full-time employee,Unlimited contract,English,1000+,Retail,No,0,0,,,,,,,,,,,,,React,,,,,
26-11-2020 12:47,36,Male,Frankfurt,Germany,Software Engineer,16,5,Middle,.Net,".NET, SQL",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,0,65000,0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No,30,0,,,,,,,,,,,,,.Net,,,,,
26-11-2020 13:35,30,Male,Berlin,Germany,DevOps,7,3,Middle,,,80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 14:10,30,Male,Berlin,Germany,Mobile Developer,8,5,Senior,Swift,"Python, Kotlin, Swift, Javascript / Typescript",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,,,,50,Self-employed (freelancer),Temporary contract,English,up to 10,Consulting / Agency,Leads and project inquiries have slowed down,,No,,,,,,,,,,,,,Swift,,,,,
26-11-2020 14:37,27,Male,Bucharest,Romania,QA Engineer,1,0,Junior,Javascript,Javascript / Typescript,11000," Ä 11,000.00 "," $11,696.30 ",,$20K-$40K ,,,,,,,,,,,,,,,,,,,,,,,,,Javascript,,,,,
26-11-2020 14:48,39,Male,Berlin,Germany,Software Engineer,19,7,Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000," Ä 87,000.00 "," $92,507.10 ",,$80K-$100K ,97000,82000,92000,unlimited,Full-time employee,Unlimited contract,English,50-60,Startup,No,40,500,,,,,,,,,,,,,Golang,,,,,
26-11-2020 14:53,30,Male,Munich,Germany,Software Engineer,10,3,Senior,–û—Ñ–º—Ñ,,79000," Ä 79,000.00 "," $84,000.70 ",,$80K-$100K ,,,,,Full-time employee,Unlimited contract,English,50-60,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 15:14,32,Male,Berlin,Germany,Software Engineer,11,1,Senior,C++,"Python, C/C++, Rust",100000," Ä 1,00,000.00 "," $1,06,330.00 ",,$100K-$200K ,10000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000,,,,,,,,,,,,,C++,,,,,
26-11-2020 15:29,35,Male,Berlin,Germany,Backend Developer,12,3,Senior,php,"SQL, Google Cloud, Docker",54000," Ä 54,000.00 "," $57,418.20 ",,$50K-$60K ,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,4,,,,,,,,,,,,,,php,,,,,
26-11-2020 15:31,34,Male,Berlin,Germany,Data Scientist,6,4.5,Senior,python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,10000,76000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000,,,,,,,,,,,,,python,,,,,
26-11-2020 15:37,26,Male,Berlin,Germany,Data Scientist,4,2,Middle,Python,"Python, SQL, Google Cloud, Docker",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,6000,60000,6000,27,Full-time employee,Unlimited contract,English,1000+,Ecommerce,No,,180,,,,,,,,,,,,,Python,,,,,
26-11-2020 16:20,29,Male,Helsinki,portugal,Mobile Developer,7,0,Senior,Kotlin,"Javascript / Typescript, Java / Scala, Flutter",64000," Ä 64,000.00 "," $68,051.20 ",,$60K-$70K ,1100,,,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0,,,,,,,,,,,,,,Kotlin,,,,,
26-11-2020 17:08,42,Male,Berlin,Germany,Frontend Developer,18,5,Senior,React JS,Javascript / Typescript,850000," Ä 8,50,000.00 "," $9,03,805.00 ",,$100K-$200K ,95000,75000,82000,35,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,5000,,,,,,,,,,,,,React JS,,,,,
26-11-2020 17:24,31,Male,Berlin,Germany,Software Engineer,12,2,Senior,Java,"SQL, Go, AWS, Kubernetes, Docker",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,,55000,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500,,,,,,,,,,,,,Java,,,,,
26-11-2020 17:25,30,Male,Berlin,Germany,Backend Developer,8,0,Senior,,"Javascript / Typescript, Ruby, Elixir",73000," Ä 73,000.00 "," $77,620.90 ",,$70K-$80K ,,,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 17:27,33,Male,Berlin,Germany,Software Engineer,10,5,Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,10000,70000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,700,,,,,,,,,,,,,Python,,,,,
26-11-2020 17:45,28,Male,Berlin,Germany,Data Engineer,6,1.5,Middle,Python,"Java / Scala, SQL, Kubernetes, Docker",83000," Ä 83,000.00 "," $88,253.90 ",,$80K-$100K ,0,75000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,20,1500,,,,,,,,,,,,,Python,,,,,
26-11-2020 18:08,33,Male,Prague,Germany,Designer (UI/UX),7,,Senior,,,42000," Ä 42,000.00 "," $44,658.60 ",,$40K-$50K ,,39000,,24,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 18:57,35,Male,D√ºsseldorf,Germany,Data Scientist,3,3,Middle,Python,"SQL, AWS",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,8000,60000,8000,26,Full-time employee,Unlimited contract,English,51-100,E-Commerce,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 19:22,35,Male,Berlin,Germany,Consultant,16,6,Senior,Python,"Python, Java / Scala, SQL, Google Cloud",100000," Ä 1,00,000.00 "," $1,06,330.00 ",,$100K-$200K ,30000,100000,30000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 19:22,31,Male,Berlin,Germany,Software Engineer,8,3,Senior,Typescript ,"Javascript / Typescript, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500,,,,,,,,,,,,,Typescript ,,,,,
26-11-2020 19:25,32,Male,Siegen,Germany,Software Engineer,13,1,Junior,C,C/C++,48000," Ä 48,000.00 "," $51,038.40 ",,$50K-$60K ,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,C,,,,,
26-11-2020 20:19,38,Male,Berlin,Germany,Software Engineer,15,3,Senior,Go,"Google Cloud, Docker",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,0,73000,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,0,,,,,,,,,,,,,Go,,,,,
26-11-2020 20:19,29,Male,Berlin,Germany,Engineering Manager,9,0.1,Lead,Go,"SQL, AWS, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Go,,,,,
26-11-2020 20:41,33,Male,Berlin,Germany,Backend Developer,13,1,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Google Cloud, Docker",110000," Ä 1,10,000.00 "," $1,16,963.00 ",,$100K-$200K ,,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,400,,,,,,,,,,,,,Java,,,,,
26-11-2020 20:57,30,Male,Berlin,Germany,DevOps,7,1,Senior,,"Python, SQL, AWS, Kubernetes, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,10000,70000,10000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,No,,,,,,,,,,,,,Python,,,,,
26-11-2020 21:13,28,Male,Berlin,Germany,Fullstack Developer,6,6,Senior,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,60000,,23+,Full-time employee,Unlimited contract,English,50-60,Startup,No,,,,,,,,,,,,,,,JavaScript,,,,,
26-11-2020 21:13,32,Male,Berlin,Germany,Senior Data Engineer,9,4,Senior,Python,"Java / Scala, SQL, AWS",90000," Ä 90,000.00 "," $95,697.00 ",,$80K-$100K ,,85000,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 21:19,39,Male,Berlin,Germany,Frontend Developer,10,3,Senior,Javascript,"Javascript / Typescript, Ruby, AWS, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Javascript,,,,,
26-11-2020 21:22,31,Male,Minsk,England,Frontend Developer,6,0,Senior,TypeScript/Angular,"Python, Javascript / Typescript",110000," Ä 1,10,000.00 "," $1,16,963.00 ",,$100K-$200K ,,90000,,30,Full-time employee,Unlimited contract,English,50-60,Product,No,,,,,,,,,,,,,,,TypeScript,Angular,,,,
26-11-2020 21:29,33,Male,Berlin,Germany,Software Engineer,10,5,Senior,golang,"Go, Google Cloud, Kubernetes, Docker",110000," Ä 1,10,000.00 "," $1,16,963.00 ",,$100K-$200K ,7000,110000,7000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,golang,,,,,
26-11-2020 21:30,30,Male,Berlin,Germany,QA Engineer,8,3,Senior,Python,"Python, C/C++, Docker",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,,66000,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 21:35,39,Female,Munich,Germany,DevOps,11,11,Lead,,SQL,93000," Ä 93,000.00 "," $98,886.90 ",,$80K-$100K ,,93000,,30,Part-time employee,Unlimited contract,German,1000+,Product,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 21:42,30,Female,D√ºsseldorf ,Germany,Analyst,2,2,Junior,R,"Python, SQL",45000," Ä 45,000.00 "," $47,848.50 ",,$40K-$50K ,,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,R,,,,,
26-11-2020 21:49,37,Male,Munich,Germany,Software Engineer,15,6,Senior,C#,"Python, PHP, Javascript / Typescript, .NET, Java / Scala, AWS, Azure",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,,65000,,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,Yes,,,,,,,,,,,,,,,C#,,,,,
26-11-2020 21:50,42,Male,Berlin,Germany,Software Engineer,20,2,Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,5000,63000,10000,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,,,,,,,,,,,,,,PHP,,,,,
26-11-2020 22:09,28,Male,Munich,Germany,IT Manager,6,3,Middle,,Azure,65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,10000,58000,65000,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,,,,,,,,,,,,,,Python,,,,,
26-11-2020 22:35,31,Male,Nuremberg,Germany,QA Engineer,9,5,Middle,Java,"Javascript / Typescript, Java / Scala",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,65000,57000,59000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,No,,,,,,,,,,,,,Java,,,,,
26-11-2020 22:41,20,Male,Berlin,Germany,Mobile Developer,5,2,Lead,C#,.NET,240000," Ä 2,40,000.00 "," $2,55,192.00 ",,$100K-$200K ,15000+-,,,27,Full-time employee,Unlimited contract,English,1000+,Product,Yes,0,0,,,,,,,,,,,,,C#,,,,,
26-11-2020 22:44,34,Female,Berlin,Germany,QA Engineer,1 (as QA Engineer) / 11 in total,11,Senior,Python,"AWS, Kubernetes, Docker",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,2000,36000,0,28,Full-time employee,Unlimited contract,German,1000+,Product,No,40,250,,,,,,,,,,,,,Python,,,,,
26-11-2020 23:22,38,Male,Berlin,Germany,Head of IT ,15,5,Head,,,80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,5000,75000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300,,,,,,,,,,,,,Python,,,,,
26-11-2020 23:26,35,Male,Berlin,Germany,Engineering Manager,20,6,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,0,75000,0,26,Full-time employee,Unlimited contract,English,50-60,Product,No,0,500,,,,,,,,,,,,,Go,,,,,
26-11-2020 23:34,31,Male,Munich,Germany,Software Engineer,14,1.5,Senior,C++,"Javascript / Typescript, Java / Scala",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,,,,,,,,,,,,,,C++,,,,,
