Timestamp,Age,Gender,City,Country,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR, Yearly brutto salary (without bonus and stocks) in EUR1 ,, IUSD , Yearly brutto salary ,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,–°ontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR",,,,,,,,,,,,,Your main technology , programming language,,,,
24-11-2020 15:21,30,Male,Berlin,Germany,Software Engineer,11,2,Senior,Kotlin,"Kotlin, .NET, SQL, AWS",55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,,55000,,30,Full-time employee,Unlimited contract,English,50-60,Startup,No,,,,,,,,,,,,,,,Kotlin,,,,,
24-11-2020 15:22,32,Male,Berlin,Germany,Software Engineer,9,5,Lead,JavaScript,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000," Ä 90,000.00 "," $95,697.00 ",,$80K-$100K ,0,75000,0,25,Full-time employee,Unlimited contract,English,101-1000,Product,Have been a freelancer at the beginning of year,0,No,,,,,,,,,,,,,JavaScript,,,,,
24-11-2020 15:27,41,Male,Munich,Germany,Backend Developer,21,3,Senior,Java,"Kubernetes, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,0,78000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,0,,,,,,,,,,,,,Java,,,,,
24-11-2020 15:28,34,Male,Berlin,Germany,Security Engineer,10,4,Senior,python,"Javascript / Typescript, AWS, Kubernetes",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,25000,72000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,No,,,,,,,,,,,,,python,,,,,
24-11-2020 15:31,45,Male,Berlin,Germany,Software Engineer,25,20,Lead,c++,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,20000,73000,20000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,,,,,,,,,,,,,,c++,,,,,
24-11-2020 15:32,34,Male,Berlin,Germany,DevOps,6,6,Middle,"Java, terraform","Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000," Ä 62,000.00 "," $65,924.60 ",,$60K-$70K ,70000,54000,60000,28,Full-time employee,Unlimited contract,German,1000+,Media,No,,,,,,,,,,,,,,,Java,,,,,
24-11-2020 15:37,25,Male,Stuttgart,Germany,Backend Developer,7,1,Senior,PHP,"Python, PHP, Javascript / Typescript, SQL",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,,,,26,Full-time employee,Unlimited contract,English,50-60,Startup,Yes,,,,,,,,,,,,,,,PHP,,,,,
24-11-2020 15:38,32,Male,Berlin,Germany,Software Engineer,12,1.5,Senior,iOS,"Swift, objective-c",66800," Ä 66,800.00 "," $71,028.44 ",,$70K-$80K ,,65000,,25,Full-time employee,Unlimited contract,English,51-100,Product,No,20,1000,,,,,,,,,,,,,iOS,,,,,
24-11-2020 15:39,65,Male,Berlin,Germany,Software Engineer,25,25,Senior,"Pascal, VB.NET, C#",".NET, SQL",55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,,50000,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,,,,,,,,,,,,,,Pascal,,,,,
24-11-2020 15:41,33,Male,Munich,Germany,Business Analyst,10,4,Senior,Java,SQL,70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,0,70000,850,27,Full-time employee,Unlimited contract,English,101-1000,Product,"No, but there was a salary cut at 10% for 3 months and then at 5% for further 3 months",,,,,,,,,,,,,,,Java,,,,,
24-11-2020 15:41,34,Male,Berlin,Germany,ML Engineer,12,3,Senior,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",90000," Ä 90,000.00 "," $95,697.00 ",,$80K-$100K ,,80000,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500,,,,,,,,,,,,,Python,,,,,
24-11-2020 15:42,28,Male,Berlin,Germany,Backend Developer,7,1,Senior,PHP,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,PHP,,,,,
24-11-2020 15:47,,Male,Berlin,Germany,Data Engineer,7.5,1.5,Middle,SQL,"Python, SQL, AWS, Kubernetes, Docker",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,500,48000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,SQL,,,,,
24-11-2020 15:56,39,Male,Munich,Germany,DBA,17,5,Senior,Oracle,SQL,64000," Ä 64,000.00 "," $68,051.20 ",,$60K-$70K ,70000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500,,,,,,,,,,,,,Oracle,,,,,
24-11-2020 15:59,30,Male,Berlin,Germany,Backend Developer,7,2,Senior,Ruby,"Javascript / Typescript, SQL, Go, AWS, Docker",72000," Ä 72,000.00 "," $76,557.60 ",,$70K-$80K ,0,66000,0,25,Full-time employee,Unlimited contract,English,50-60,Product,No,0,0,,,,,,,,,,,,,Ruby,,,,,
24-11-2020 15:59,34,Male,Berlin,Germany,DevOps,12,2,Senior,Java,"Go, AWS, Kubernetes, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,0,,,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1000,,,,,,,,,,,,,Java,,,,,
24-11-2020 16:02,35,Male,Berlin,Germany,Support Engineer,10,4,Senior,PHP,"SQL, AWS, Docker",63500," Ä 63,500.00 "," $67,519.55 ",,$60K-$70K ,63500,60000,60000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,PHP,,,,,
24-11-2020 16:03,35,Female,Berlin,Germany,Frontend Developer,12,5,Middle,Javascript ,"AWS, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,0,70000,0,29,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No,,No,,,,,,,,,,,,,Javascript ,,,,,
24-11-2020 16:05,34,Male,Berlin,Germany,Frontend Developer,10,3,Senior,"Angular, React","Python, Javascript / Typescript, Docker",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,0,68000,0,40,Full-time employee,Unlimited contract,English,50-60,Startup,No,30,0,,,,,,,,,,,,,Angular,,,,,
24-11-2020 16:06,34,Male,Berlin,Germany,Software Engineer,12,2,Lead,.net,"Javascript / Typescript, .NET, SQL, Azure",78000," Ä 78,000.00 "," $82,937.40 ",,$80K-$100K ,8000,64000,70000,36,Full-time employee,Unlimited contract,German,1000+,Product,No,0,0,,,,,,,,,,,,,.net,,,,,
24-11-2020 16:14,35,Male,Berlin,Germany,Software Engineer,8,1,Senior,Elixir,Erlang,75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,,,1500,,,,,,,,,,,,,Elixir,,,,,
24-11-2020 16:15,38,Male,Berlin,Germany,Software Engineer,13,6,Lead,Java,Kotlin,89570," Ä 89,570.00 "," $95,239.78 ",,$80K-$100K ,20240,82240,18000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,500,,,,,,,,,,,,,Java,,,,,
24-11-2020 16:16,34,Female,Berlin,Germany,Software Engineer,9,3,Senior,Kotlin,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000," Ä 78,000.00 "," $82,937.40 ",,$80K-$100K ,3000,65000,7000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Kotlin,,,,,
24-11-2020 16:20,31,Male,Berlin,Germany,Mobile Developer,7,"3,5",Senior,iOS,Swift,80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,,72500,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,20,,,,,,,,,,,,,,iOS,,,,,
24-11-2020 16:26,34,Male,Berlin,Germany,Backend Developer,15,5,Senior,Elixir,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,70000,65000,65000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,Elixir,,,,,
24-11-2020 16:34,29,Female,Munich,Germany,Software Engineer,5,4,Middle,"NodeJS, Typescript, AWS","Javascript / Typescript, Java / Scala, AWS",67000," Ä 67,000.00 "," $71,241.10 ",,$70K-$80K ,5000,65000,4000,31,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,NodeJS,,,,,
24-11-2020 16:35,37,Male,Berlin,Germany,Software Engineer,15,3,Senior,Scala,"Python, Java / Scala, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,5000,100000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Scala,,,,,
24-11-2020 16:42,44,Male,Stuttgart,Germany,Software Engineer,22,3,Senior,Erlang,"Python, SQL, Docker",76000," Ä 76,000.00 "," $80,810.80 ",,$80K-$100K ,,76000,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,,,,,,,,,,,,,,Erlang,,,,,
24-11-2020 16:56,30,Male,Munich,Germany,Frontend Developer,9,3,Middle,TypeScript,"Javascript / Typescript, Kubernetes",66000," Ä 66,000.00 "," $70,177.80 ",,$70K-$80K ,0,64000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,TypeScript,,,,,
24-11-2020 17:01,26,Male,Frankfurt,Germany,Consultant,4,4,Middle,JavaScript,"Python, Javascript / Typescript",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,70000,55000,55000,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,,,,,,,,,,,,,,JavaScript,,,,,
24-11-2020 17:03,33,Diverse,Hamburg,Germany,Software Engineer,1,6,Middle,Scala,"Python, SQL, Kubernetes, Docker",130000," Ä 1,30,000.00 "," $1,38,229.00 ",,$100K-$200K ,0,,,,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Scala,,,,,
24-11-2020 17:04,46,Male,Berlin,Germany,Software Engineer,14,14,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,,63000,,30,Full-time employee,Unlimited contract,English,51-100,Product,Yes,20,,,,,,,,,,,,,,JavaScript,,,,,
24-11-2020 17:05,33,Male,Berlin,Germany,Software Engineer,14,4,Senior,PHP,"PHP, Java / Scala",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,0,68000,0,,Full-time employee,Unlimited contract,English,51-100,Product,No,,500,,,,,,,,,,,,,PHP,,,,,
24-11-2020 17:08,27,Male,Tuttlingen,Germany,Software Engineer,4,4,Junior,C#,.NET,46000," Ä 46,000.00 "," $48,911.80 ",,$40K-$50K ,2000,43000,2000,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,40,,,,,,,,,,,,,,C#,,,,,
24-11-2020 17:12,38,Male,Stuttgart,Germany,Software Engineer,15,8,Senior,C#,.NET,56400," Ä 56,400.00 "," $59,970.12 ",,$50K-$60K ,,56400,,30,Full-time employee,Unlimited contract,English,50-60,Product,No,,,,,,,,,,,,,,,C#,,,,,
24-11-2020 17:21,32,Male,Munich,Germany,Backend Developer,11,3.5,Senior,PHP,"PHP, Javascript / Typescript, Java / Scala, Docker",81200," Ä 81,200.00 "," $86,339.96 ",,$80K-$100K ,81200,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,28,,,,,,,,,,,,,,PHP,,,,,
24-11-2020 17:24,36,Female,Berlin,Germany,Recruiter,11,4,Senior,,,70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,11000,55000,0,unlimited,Full-time employee,Unlimited contract,English,1000+,Product,No,,1500,,,,,,,,,,,,,Python,,,,,
24-11-2020 17:24,26,Male,Frankfurt,Germany,Backend Developer,7,1.5,Senior,Java,,65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Java,,,,,
24-11-2020 17:27,29,Male,Berlin,Germany,Software Engineer,12,3,Senior,Go,"PHP, Go",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,75000,70000,70000,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,1000,,,,,,,,,,,,,Go,,,,,
24-11-2020 17:28,32,Male,N√ºrnberg,Germany,Testautomation,8,2,Senior,"Java, JS","Javascript / Typescript, Java / Scala",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,0,,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,Yes,0,500,,,,,,,,,,,,,Java,,,,,
24-11-2020 17:29,29,Male,Bonn,Germany,Mobile Developer,5,2,Middle,Objective-C,Swift,55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,4000,55000,1800,24,Full-time employee,Unlimited contract,English,50-60,Product,No,,,,,,,,,,,,,,,Objective-C,,,,,
24-11-2020 17:29,33,Male,Hamburg,Germany,Software Engineer,10,3,Senior,Ruby,Elixir,75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,70000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Ruby,,,,,
24-11-2020 17:29,,,Munich,Germany,Data Scientist,2,2,Middle,Python ,,54000," Ä 54,000.00 "," $57,418.20 ",,$50K-$60K ,,54000,,20,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,Python ,,,,,
24-11-2020 17:30,32,Male,Munich,Germany,QA Engineer,9,3,Senior,QA,Java / Scala,76000," Ä 76,000.00 "," $80,810.80 ",,$80K-$100K ,0,,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,QA,,,,,
24-11-2020 17:31,34,Male,Berlin,Germany,Software Engineer,10,10,Senior,C++,Python,76000," Ä 76,000.00 "," $80,810.80 ",,$80K-$100K ,12000,73000,8000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,C++,,,,,
24-11-2020 17:33,31,Male,Moscow,England,Data Scientist,2.5,0,Lead,Python,Python,20000," Ä 20,000.00 "," $21,266.00 ",,$20K-$40K ,6500,17000,3500,30,Full-time employee,Unlimited contract,Russian,1000+,Bank,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 17:35,29,Male,Munich,Germany,Software Engineer,7,1,Senior,TypeScript,"Javascript / Typescript, AWS",80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,0,,,,Full-time employee,Unlimited contract,English,50-60,Startup,No,,,,,,,,,,,,,,,TypeScript,,,,,
24-11-2020 17:35,33,Male,Munich,Germany,Software Engineer,10,4,Senior,C#,Javascript / Typescript,78000," Ä 78,000.00 "," $82,937.40 ",,$80K-$100K ,,65000,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,,,,,,,,,,,,,,C#,,,,,
24-11-2020 17:37,32,Male,Berlin,Germany,Backend Developer,4,1,Senior,Ruby,"Python, SQL, Go, AWS, Kubernetes, Docker",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,,,57000,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,Ruby,,,,,
24-11-2020 17:38,47,Male,Hamburg,Germany,Software Engineer,22,10,Senior,C++/C#,"C/C++, .NET, SQL",46000," Ä 46,000.00 "," $48,911.80 ",,$40K-$50K ,46000,46000,46000,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,,1500,,,,,,,,,,,,,C++,C#,,,,
24-11-2020 17:38,29,Male,Berlin,Germany,Backend Developer,8,1.5,Middle,Go,Python,65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,0,60000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Go,,,,,
24-11-2020 17:39,28,Male,Munich,Germany,Software Engineer,5,6,Senior,C++,"Python, C/C++",67000," Ä 67,000.00 "," $71,241.10 ",,$70K-$80K ,2000,44000,2500,20,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,,,,,,,,,,,,,,,C++,,,,,
24-11-2020 17:40,,Male,Hamburg,Germany,Support Engineer,,2,Senior,,"Kubernetes, Docker",61000," Ä 61,000.00 "," $64,861.30 ",,$60K-$70K ,,60000,,28,Full-time employee,Unlimited contract,English,,,No,,100,,,,,,,,,,,,,Python,,,,,
24-11-2020 17:40,25,Male,Hamburg,Germany,Data Scientist,2,2,Middle,Python,.NET,48000," Ä 48,000.00 "," $51,038.40 ",,$50K-$60K ,5000,43200,48000,28,Full-time employee,Unlimited contract,German,50-60,Product,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 17:40,32,Male,Munich,Germany,SAP Developer,9,1,Senior,ABAP,SAP / ABAP,70800," Ä 70,800.00 "," $75,281.64 ",,$70K-$80K ,5000,,,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,35,,,,,,,,,,,,,,ABAP,,,,,
24-11-2020 17:43,45,Male,Munich,Germany,Frontend Developer,3,< 1,Senior,Javascript / Typescript,,70000," Ä 70,000.00 "," $74,431.00 ",,$70K-$80K ,,65000,,25,Full-time employee,Unlimited contract,Russian,50-60,Startup,Yes,,,,,,,,,,,,,,,Javascript , Typescript,,,,
24-11-2020 17:45,26,Male,Frankfurt,Germany,Software Engineer,3,1,Middle,Python ,"Python, Java / Scala",48000," Ä 48,000.00 "," $51,038.40 ",,$50K-$60K ,,,,27,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,,,,,,,,,,,,,,Python ,,,,,
24-11-2020 17:45,29,Male,Munich,Germany,Mobile Developer,8,0.25,Senior,Java/Kotlin,"Kotlin, C/C++, Java / Scala",65400," Ä 65,400.00 "," $69,539.82 ",,$60K-$70K ,,,,30,Full-time employee,Unlimited contract,English,50-60,Consulting / Agency,No,0,0,,,,,,,,,,,,,Java,Kotlin,,,,
24-11-2020 17:47,40,Male,Berlin,Germany,Backend Developer,18,2.5,Senior,php,"PHP, SQL, Go, Docker, Postgres",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,0,60000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,34,0,,,,,,,,,,,,,php,,,,,
24-11-2020 17:47,27,Male,Munich,Germany,Software Engineer,5,1,Senior,Typescript / Angular,,71000," Ä 71,000.00 "," $75,494.30 ",,$70K-$80K ,5000,66000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Typescript , Angular,,,,
24-11-2020 17:51,27,Male,Munich,Germany,Software Engineer,5,1,Senior,Javascript,"Javascript / Typescript, Go",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,,65000,65000,22,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,Javascript,,,,,
24-11-2020 17:53,38,Male,Koblenz,Germany,Systemadministrator,20,2,Senior,,,44000," Ä 44,000.00 "," $46,785.20 ",,$40K-$50K ,,42000,,25,Full-time employee,Unlimited contract,German,50-60,Systemhaus,No,20,,,,,,,,,,,,,,Python,,,,,
24-11-2020 17:55,22,Male,Warsaw,England,Backend Developer,3,0,Middle,PHP,,27000," Ä 27,000.00 "," $28,709.10 ",,$20K-$40K ,,,,21,Full-time employee,Unlimited contract,Polish,51-100,Consulting / Agency,No,,,,,,,,,,,,,,,PHP,,,,,
24-11-2020 17:57,30,Male,Berlin,Germany,DevOps,9,5,Lead,Kubernetes,"Python, Google Cloud, Kubernetes, Docker",90000," Ä 90,000.00 "," $95,697.00 ",,$80K-$100K ,0,80000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Kubernetes,,,,,
24-11-2020 17:57,30,Male,Hamburg,portugal,Software Engineer,6,0,Middle,.NET,"Javascript / Typescript, .NET, SQL, Docker",60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,6000,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,.NET,,,,,
24-11-2020 18:01,29,Male,Munich,Germany,SW Architect,8,3,Senior,C++,"Python, C/C++, Docker",73000," Ä 73,000.00 "," $77,620.90 ",,$70K-$80K ,400,59000,60000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,C++,,,,,
24-11-2020 18:06,37,Male,Heidelberg,Germany,Software Engineer,15,7,Senior,ABAP,"Javascript / Typescript, SAP / ABAP",67500," Ä 67,500.00 "," $71,772.75 ",,$70K-$80K ,7500,65000,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,ABAP,,,,,
24-11-2020 18:09,28,Male,Berlin,Germany,SRE,6,1.5,Middle,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",66000," Ä 66,000.00 "," $70,177.80 ",,$70K-$80K ,122.13,66000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0,0,,,,,,,,,,,,,Kubernetes,,,,,
24-11-2020 18:10,28,Female,Berlin,Germany,Software Engineer,8,0,Lead,Javascript,,80000," Ä 80,000.00 "," $85,064.00 ",,$80K-$100K ,0,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500,,,,,,,,,,,,,Javascript,,,,,
24-11-2020 18:10,26,Male,Karlsruhe,Germany,Software Engineer,5,5,,,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,0,52000,0,30,Full-time employee,Unlimited contract,50/50,50-60,Consulting / Agency,No,32,0,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:12,28,Male,Stuttgart,Germany,Backend Developer,5,1.5,Middle,Java,Linux,55000," Ä 55,000.00 "," $58,481.50 ",,$50K-$60K ,5000,42000,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,0,,,,,,,,,,,,,,Java,,,,,
24-11-2020 18:13,33,Male,Berlin,Germany,Software Engineer,13,3,Senior,Ruby,"Ruby, Java / Scala, Go, AWS, Kubernetes, Docker",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,20000,68000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600,,,,,,,,,,,,,Ruby,,,,,
24-11-2020 18:16,25,Male,Berlin,Germany,Backend Developer,5,0,Senior,Java,Python,60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,5600,,,,,,,,,,,,,,,,,,,,,,,,Java,,,,,
24-11-2020 18:19,38,Male,K√∂ln,Germany,QA Engineer,7,2,Middle,,,54500," Ä 54,500.00 "," $57,949.85 ",,$50K-$60K ,,54500,,30,Full-time employee,Unlimited contract,German,50-60,Consulting / Agency,No,,1500,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:22,40,Male,Frankfurt,Germany,Software Engineer,22,3,Senior,Java,"Kotlin, Javascript / Typescript, Java / Scala, Kubernetes, Docker",72000," Ä 72,000.00 "," $76,557.60 ",,$70K-$80K ,5000,45000,45000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,,,,,,,,,,,,,,Java,,,,,
24-11-2020 18:25,28,Male,Munich,Germany,"Fullstack engineer, –Ω—É –∏–ª–∏ Software engineer",9,1,Senior,React/Typescript,MongoDB,60000," Ä 60,000.00 "," $63,798.00 ",,$60K-$70K ,0,,,28,Full-time employee,Unlimited contract,English,up to 10,Startup,No,20,,,,,,,,,,,,,,React,Typescript,,,,
24-11-2020 18:27,29,Male,Berlin,Germany,Backend Developer,11,2,Senior,Python,"Python, Go, AWS, Kubernetes, Docker",85000," Ä 85,000.00 "," $90,380.50 ",,$80K-$100K ,4000,85000,4000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:31,,Male,Berlin,Germany,Software Engineer,9,1,Lead,Java,"AWS, Docker",75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,,,24,Full-time employee,Unlimited contract,English,1000+,Startup,No,20,No,,,,,,,,,,,,,Java,,,,,
24-11-2020 18:32,24,Male,Aachen,Germany,HiWi,3,2,Junior,Python,"Python, C/C++",10164," Ä 10,164.00 "," $10,807.38 ",,$20K-$40K ,,,,14,Part-time employee,Temporary contract,English,50-60,University,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:33,30,Male,Berlin,Germany,Backend Developer,4,2,Senior,Golang ,"Javascript / Typescript, .NET, SQL, Go, Kubernetes, Docker",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,,,,,,,,,,,,,Golang ,,,,,
24-11-2020 18:36,31,Male,Munich,Germany,Software Engineer,11,1,Middle,Python,Docker,75000," Ä 75,000.00 "," $79,747.50 ",,$70K-$80K ,,,,unlimited ,Full-time employee,Unlimited contract,English,1000+,Product,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:37,44,Male,Munich,Germany,Software Engineer,28,6,Senior,C#,"C/C++, .NET, SQL",78500," Ä 78,500.00 "," $83,469.05 ",,$80K-$100K ,0,78500,2000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,,,,,,,,,,,,,,C#,,,,,
24-11-2020 18:39,35,Male,D√ºsseldorf,Germany,Product Manager,5,2,Senior,,,56000," Ä 56,000.00 "," $59,544.80 ",,$50K-$60K ,56000,54000,54000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,No,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:39,41,Female,Munich,Germany,Data Engineer,12,12,Senior,,"Python, SQL, Azure",68000," Ä 68,000.00 "," $72,304.40 ",,$70K-$80K ,4500,61500,5000,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,Lost the job but for different reason,0,0,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:40,32,Male,Berlin,Germany,Software Engineer,12,1,Senior,Java,"Python, SQL, AWS, Kubernetes, Docker",83000," Ä 83,000.00 "," $88,253.90 ",,$80K-$100K ,500,75000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0,40,,,,,,,,,,,,,Java,,,,,
24-11-2020 18:44,28,Female,Mannheim,Germany,Software Engineer,4,4,Junior,,"PHP, SQL, Perl",53000," Ä 53,000.00 "," $56,354.90 ",,$50K-$60K ,,,,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:48,,Male,Karlsruhe ,Germany,Backend Developer,8,8,Lead,Python,"Python, C/C++, Javascript / Typescript, Java / Scala",65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,5400,70400,5400,29,Part-time employee,Unlimited contract,English,up to 10,Product,No,39,10000,,,,,,,,,,,,,Python,,,,,
24-11-2020 18:49,33,Male,Berlin,Germany,Software Engineer,10,1,Middle,iOS,Swift,65000," Ä 65,000.00 "," $69,114.50 ",,$60K-$70K ,,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500,,,,,,,,,,,,,iOS,,,,,
